1004.1,5.0,70.7,23.0,G,G
1005.0,5.0,71.0,22.7,G,G
1005.5,4.3,67.3,23.0,G,G
1006.1,4.0,55.0,24.3,G,G
1006.4,0.0,59.3,24.0,G,G
1009.4,0.0,61.3,24.8,G,G
1007.3,0.0,67.7,23.8,G,G
1004.7,2.7,75.3,24.3,G,G
1002.8,3.0,72.3,24.1,G,G
1003.0,2.0,76.3,24.0,G,G
1003.3,0.0,74.7,23.9,G,Y
1005.2,3.3,74.3,23.2,Y,G
1007.4,1.0,59.0,24.0,G,G
1007.6,1.3,67.3,24.2,G,G
1007.2,3.7,73.0,24.6,G,G
1005.8,1.7,80.3,25.2,G,G
1004.3,1.3,75.7,25.3,G,G
1002.9,2.7,78.7,25.3,G,G
1003.2,2.3,79.0,26.2,G,G
1005.0,1.7,78.3,26.3,G,G
1005.8,0.0,69.7,27.2,G,G
1001.6,0.0,69.0,26.1,G,G
998.1,0.0,74.0,25.8,G,Y
997.5,6.3,77.7,25.7,Y,Y
999.4,4.3,71.0,24.1,Y,G
1000.9,1.3,55.7,25.2,G,G
1007.5,3.3,49.0,21.8,G,G
1007.7,2.7,51.3,23.3,G,G
1007.1,1.7,54.3,23.4,G,G
1007.1,0.0,69.3,23.4,G,G
1006.1,0.0,68.0,24.3,G,G
1002.5,4.3,78.7,25.6,G,Y
1003.4,5.7,77.0,24.9,Y,G
1002.8,1.7,74.0,25.0,G,G
1002.0,4.3,78.3,24.8,G,G
1003.7,1.3,72.3,24.2,G,G
1006.1,3.3,76.3,23.0,G,G
1005.1,2.7,70.0,22.8,G,Y
1006.1,4.7,72.7,23.2,Y,Y
1005.6,2.7,75.0,23.3,Y,G
1002.0,1.0,71.7,23.8,G,Y
1002.3,3.7,79.3,24.0,Y,G
1004.8,3.0,72.7,24.0,G,G
1006.8,1.3,69.7,24.2,G,G
1008.2,4.0,64.3,24.3,G,G
1009.5,2.7,68.0,24.7,G,G
1012.0,2.7,71.7,24.7,G,G
1012.4,1.7,66.7,25.0,G,G
1008.6,4.0,67.3,24.8,G,G
1006.3,3.3,63.3,25.0,G,G
1009.4,3.3,55.3,23.2,G,Y
1012.0,6.0,70.0,18.8,Y,Y
1013.5,4.3,64.0,19.3,Y,Y
1013.9,1.7,68.0,20.0,Y,G
1011.9,2.3,60.0,21.2,G,G
1012.2,2.7,63.7,22.4,G,G
1013.7,4.0,57.7,22.9,G,G
1012.1,1.7,58.0,22.6,G,G
1008.4,2.3,73.0,21.7,G,G
1006.6,0.0,70.7,21.1,G,G
1007.8,0.0,66.3,21.4,G,G
1010.6,0.0,74.7,21.6,G,G
1009.4,2.0,73.0,22.1,G,G
1004.3,7.7,71.0,22.8,G,Y
1001.5,9.0,85.3,21.3,Y,Y
1003.8,1.7,86.3,20.8,Y,G
1008.5,0.7,71.0,22.6,G,Y
1008.8,1.7,80.3,22.6,Y,Y
1004.5,9.0,88.3,20.9,Y,Y
1004.2,5.3,80.3,20.6,Y,Y
1007.4,9.0,85.0,18.6,Y,G
1008.3,4.7,67.7,18.8,G,Y
1007.9,5.3,74.0,18.4,Y,G
1007.7,8.7,74.0,18.2,G,Y
1011.1,8.7,83.3,18.2,Y,G
1012.2,6.7,65.7,18.3,G,G
1011.1,8.7,49.0,17.6,G,Y
1009.1,7.3,91.7,15.8,Y,G
1009.2,4.3,80.7,17.8,G,G
1008.2,5.0,82.3,19.0,G,Y
1006.5,8.7,91.3,17.0,Y,Y
1012.7,5.0,88.7,17.8,Y,G
1014.2,5.3,80.0,18.8,G,G
1014.4,3.3,61.7,18.7,G,G
1015.1,3.7,58.7,18.9,G,Y
1018.6,4.7,59.3,16.6,Y,G
1016.9,4.0,56.7,17.6,G,G
1013.8,4.7,59.0,17.4,G,Y
1014.9,6.7,62.3,17.0,Y,Y
1013.6,9.0,70.3,16.3,Y,Y
1014.6,9.0,63.3,15.4,Y,G
1015.9,8.7,72.0,15.4,G,G
1015.6,0.0,69.7,14.6,G,Y
1013.3,7.7,78.3,14.2,Y,Y
1007.7,7.7,77.3,13.1,Y,Y
1009.3,4.3,75.3,9.1,Y,Y
1011.7,5.7,55.3,10.0,Y,Y
1013.8,9.0,73.3,9.6,Y,Y
1016.5,3.7,75.7,11.0,Y,G
1016.5,2.3,68.3,11.5,G,G
1015.7,1.0,61.7,13.0,G,G
1015.2,0.0,50.0,16.3,G,G
1012.9,0.0,64.7,17.5,G,G
1017.5,9.0,88.7,15.6,G,G
1016.0,1.7,85.3,14.3,G,G
1013.4,0.7,84.7,15.6,G,G
1014.8,7.3,63.0,13.3,G,Y
1019.5,5.7,78.7,10.0,Y,Y
1017.5,9.0,87.3,9.6,Y,Y
1016.4,7.7,83.7,8.2,Y,G
1016.3,8.3,68.7,7.4,G,Y
1014.3,9.7,78.0,6.4,Y,Y
1015.0,8.3,76.3,9.2,Y,Y
1014.1,9.0,86.3,10.1,Y,Y
1015.7,8.3,78.0,10.6,Y,Y
1017.8,9.0,86.0,11.2,Y,Y
1019.2,9.7,74.3,11.0,Y,G
1020.4,6.3,71.0,11.0,G,G
1019.8,8.0,75.0,11.6,G,G
1020.0,9.0,71.3,12.2,G,G
1019.8,8.3,75.3,11.4,G,G
1017.4,9.0,72.7,10.1,G,Y
1015.0,10.0,95.0,9.2,Y,Y
1017.1,8.3,93.0,10.1,Y,G
1014.9,3.0,68.3,8.7,G,G
1006.6,6.0,56.7,12.2,G,G
1000.6,7.0,41.7,15.6,G,Y
1003.4,9.3,94.7,10.9,Y,G
1004.2,8.0,85.3,9.4,G,K
1006.4,10.0,86.7,3.9,K,K
1012.8,3.7,71.7,1.8,K,G
1018.3,2.7,51.7,3.8,G,Y
1017.6,8.7,61.7,5.8,Y,Y
1010.7,9.0,74.0,10.6,Y,Y
1002.0,10.0,84.3,11.6,Y,G
1010.1,6.0,58.7,12.8,G,Y
1005.3,5.0,72.3,14.8,Y,G
1003.3,4.7,67.7,14.7,G,Y
1008.3,3.3,78.3,12.0,Y,G
1011.8,5.3,69.3,11.4,G,Y
1007.4,8.3,54.3,14.2,Y,Y
1005.7,8.7,65.3,13.8,Y,Y
1010.7,5.3,86.7,10.0,Y,Y
1006.1,3.3,75.7,13.2,Y,G
1009.1,0.7,73.7,10.2,G,G
1008.0,6.7,58.0,13.0,G,G
1009.0,6.3,38.0,16.7,G,Y
1009.9,8.3,55.3,11.6,Y,G
1017.7,1.7,72.0,7.7,G,Y
1020.6,8.3,64.3,9.2,Y,Y
1023.5,10.0,78.7,9.0,Y,G
1021.7,9.0,72.0,8.0,G,G
1016.3,7.3,70.3,9.0,G,G
1009.7,9.0,69.7,9.0,G,G
1002.6,8.7,86.3,8.8,G,Y
998.2,7.3,90.0,5.4,Y,G
994.3,9.7,66.7,9.2,G,Y
994.9,9.7,95.3,4.3,Y,K
1010.5,6.7,72.3,1.2,K,G
1019.2,2.3,46.0,1.1,G,G
1017.0,4.0,56.3,2.4,G,Y
1015.7,8.7,76.0,2.3,Y,Y
1012.0,7.3,57.3,1.7,Y,K
1011.6,4.7,71.0,1.6,K,Y
1010.0,7.7,62.0,4.4,Y,G
1011.5,3.7,53.0,7.5,G,Y
1010.9,9.3,60.0,10.0,Y,Y
1010.5,6.3,39.3,13.1,Y,Y
1012.9,6.3,70.7,11.9,Y,Y
1013.5,7.7,53.3,12.6,Y,Y
1012.4,5.0,86.0,7.4,Y,G
1013.6,1.7,68.3,7.2,G,G
1011.3,4.7,67.0,9.6,G,Y
1010.6,4.7,66.3,13.2,Y,G
1012.7,9.0,95.0,9.2,G,Y
1009.2,9.3,87.0,8.9,Y,Y
1008.2,9.0,69.3,9.3,Y,Y
1014.6,10.0,87.0,4.3,Y,Y
1018.9,10.0,83.0,3.9,Y,Y
1018.6,10.0,86.7,3.6,Y,K
1016.0,9.3,85.7,3.6,K,Y
1015.7,7.7,79.0,3.4,Y,Y
1016.7,10.0,77.7,4.7,Y,K
1020.2,8.7,82.3,3.9,K,G
1021.8,9.0,64.7,4.4,G,G
1022.5,9.3,61.0,4.3,G,G
1018.4,10.0,74.7,3.9,G,G
1015.8,6.0,68.3,3.3,G,G
1009.8,2.3,49.7,6.9,G,Y
1002.8,9.0,89.7,4.8,Y,K
1016.2,9.3,86.7,1.4,K,G
1015.2,1.7,53.3,5.0,G,Y
1011.3,9.7,78.7,4.2,Y,K
1017.0,10.0,89.0,-1.2,K,K
1018.3,10.0,71.0,0.0,K,K
1008.6,10.0,89.7,0.2,K,K
1013.5,10.0,89.3,-0.9,K,K
1021.6,5.0,79.0,-1.3,K,G
1022.0,3.3,67.3,0.4,G,G
1019.8,0.0,72.3,1.4,G,G
1017.0,1.7,62.3,2.5,G,G
1010.2,5.3,61.7,3.9,G,G
1011.4,2.7,84.3,3.4,G,G
1007.9,2.3,80.7,3.5,G,G
1006.5,3.0,75.3,4.8,G,G
1007.4,5.0,78.3,4.3,G,Y
1009.8,10.0,84.0,3.6,Y,K
1005.1,10.0,94.3,0.2,K,K
1007.3,10.0,90.7,-0.2,K,K
1002.4,9.7,91.7,1.1,K,G
1003.9,6.0,71.0,2.9,G,Y
1002.2,9.0,92.0,4.4,Y,K
1007.5,7.7,83.7,2.5,K,K
1008.8,8.3,90.0,1.1,K,K
1010.4,10.0,79.3,0.8,K,K
1012.1,9.0,65.3,-0.1,K,K
1013.4,8.7,63.7,-1.8,K,K
1010.1,4.0,50.0,1.5,K,G
1003.6,3.7,46.0,9.1,G,Y
1008.1,4.7,66.7,10.4,Y,Y
1011.6,7.3,68.0,10.3,Y,G
1011.9,2.3,62.3,11.0,G,G
1013.9,0.0,56.3,10.9,G,G
1013.4,0.0,57.0,11.0,G,G
1013.2,1.7,84.3,7.5,G,Y
1008.0,9.7,92.3,5.6,Y,Y
1006.7,10.0,88.3,6.4,Y,Y
1004.0,7.7,86.7,6.9,Y,Y
1007.5,8.0,82.3,6.0,Y,Y
1002.9,8.7,62.7,11.2,Y,Y
1002.4,2.7,45.0,11.6,Y,Y
1004.7,7.0,63.7,10.2,Y,Y
1004.8,4.3,55.7,6.9,Y,G
1008.7,3.7,41.7,8.3,G,G
1003.9,3.7,42.0,14.0,G,G
1001.9,2.3,36.3,14.8,G,Y
996.9,10.0,81.0,6.9,Y,K
999.0,10.0,88.7,1.8,K,K
1009.1,8.0,60.7,1.4,K,G
1011.2,1.7,50.7,4.6,G,Y
1002.1,8.3,44.3,12.0,Y,Y
998.7,8.3,40.0,14.4,Y,Y
996.3,7.7,77.3,8.0,Y,Y
1001.1,10.0,87.7,4.0,Y,Y
1010.6,9.3,79.3,2.4,Y,Y
1011.9,8.7,94.0,3.5,Y,G
1011.7,9.0,79.0,4.6,G,Y
1008.8,9.0,91.3,4.9,Y,G
1009.7,3.7,80.7,4.5,G,G
1006.7,0.0,59.3,8.1,G,G
1006.3,0.0,66.3,9.8,G,G
1006.5,3.3,56.0,14.9,G,G
997.1,9.0,44.0,17.0,G,Y
1007.0,10.0,90.7,5.4,Y,Y
1010.6,10.0,83.7,5.8,Y,G
1011.9,0.0,76.7,5.3,G,G
1010.1,0.0,65.3,8.2,G,G
1007.8,0.0,53.3,12.2,G,G
1003.5,0.0,45.0,16.8,G,Y
1007.9,5.7,82.3,10.2,Y,G
1009.4,0.0,57.7,12.3,G,G
1007.8,5.7,63.7,11.4,G,G
1008.1,0.0,72.3,10.7,G,G
1004.6,3.7,81.3,9.0,G,G
1003.7,9.7,87.0,7.4,G,G
1008.0,5.7,74.7,7.6,G,G
1006.1,4.7,51.7,14.3,G,G
1003.7,8.3,37.0,16.4,G,Y
1005.9,9.7,92.3,8.2,Y,Y
1011.1,5.3,90.3,7.8,Y,G
1011.2,4.0,82.7,7.6,G,G
1004.7,3.7,53.3,15.0,G,G
993.3,6.0,33.7,18.0,G,G
997.8,1.7,46.3,14.7,G,Y
1004.2,6.3,90.3,9.3,Y,G
1009.1,1.0,56.7,12.6,G,G
1008.1,5.3,70.7,11.9,G,G
